Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2023,Walla Walla,WA,Truck,9,0,9,13211,13220,0.07
April 30 2020,San Mateo,CA,Passenger,0,1,1,125,126,0.79
January 31 2019,Douglas,NE,Passenger,0,1,1,68,69,1.45
February 28 2018,Orange,FL,Passenger,2,1,3,169,172,1.74
March 31 2023,Burlington,NJ,Passenger,2,2,4,91,95,4.21
April 30 2022,Hawaii,HI,Passenger,1,0,1,40,41,2.44
July 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20.00
June 30 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
May 31 2017,,,Passenger,2,0,2,456,458,0.44
December 31 2020,Alameda,CA,Passenger,4,0,4,269,273,1.47
July 31 2020,Franklin,WA,Passenger,65,79,144,60766,60910,0.24
January 31 2022,Sumter,SC,Passenger,0,1,1,31,32,3.12
March 31 2022,Kauai,HI,Passenger,1,0,1,20,21,4.76
August 31 2023,Grant,WA,Passenger,306,135,441,66975,67416,0.65
March 31 2022,Kitsap,WA,Passenger,2271,1005,3276,179126,182402,1.80
May 31 2021,Grays Harbor,WA,Passenger,161,139,300,49356,49656,0.60
February 28 2021,Yakima,WA,Truck,0,0,0,61140,61140,0.00
January 31 2021,Stevens,WA,Passenger,37,40,77,30263,30340,0.25
June 30 2019,Okanogan,WA,Passenger,22,25,47,26074,26121,0.18
October 31 2017,Lincoln,WA,Passenger,2,5,7,7575,7582,0.09
May 31 2020,Fairfax,VA,Passenger,5,3,8,742,750,1.07
July 31 2022,Adams,CO,Passenger,1,0,1,39,40,2.50
October 31 2019,Cook,IL,Passenger,1,0,1,244,245,0.41
October 31 2018,Arlington,VA,Passenger,1,1,2,170,172,1.16
June 30 2021,Hawaii,HI,Passenger,1,0,1,49,50,2.00
December 31 2018,Beaufort,SC,Passenger,1,0,1,36,37,2.70
September 30 2020,Gwinnett,GA,Passenger,1,0,1,71,72,1.39
August 31 2022,Fairfax,VA,Passenger,7,3,10,609,619,1.62
August 31 2021,Chesapeake,VA,Passenger,0,3,3,391,394,0.76
December 31 2020,Multnomah,OR,Passenger,3,6,9,703,712,1.26
October 31 2023,Douglas,WA,Truck,8,0,8,12814,12822,0.06
January 31 2019,District of Columbia,DC,Passenger,1,3,4,200,204,1.96
October 31 2021,Denton,TX,Passenger,1,0,1,79,80,1.25
October 31 2019,Prince George's,MD,Passenger,1,1,2,181,183,1.09
June 30 2021,Sumter,SC,Passenger,0,1,1,35,36,2.78
September 30 2018,Tulsa,OK,Passenger,1,1,2,49,51,3.92
January 31 2017,Island,WA,Passenger,103,119,222,59409,59631,0.37
April 30 2017,Bexar,TX,Passenger,1,0,1,1030,1031,0.10
September 30 2020,Ferry,WA,Passenger,8,3,11,4306,4317,0.25
January 31 2019,Cumberland,NC,Passenger,0,2,2,531,533,0.38
August 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
March 31 2021,Chesapeake,VA,Passenger,0,2,2,402,404,0.50
May 31 2018,Lee,AL,Passenger,1,0,1,33,34,2.94
November 30 2023,Chesapeake,VA,Passenger,2,1,3,246,249,1.20
September 30 2021,Lake,FL,Passenger,1,0,1,22,23,4.35
May 31 2020,Tulsa,OK,Passenger,1,1,2,46,48,4.17
August 31 2023,Santa Barbara,CA,Passenger,1,0,1,61,62,1.61
August 31 2023,St. Clair,IL,Passenger,1,0,1,90,91,1.10
January 31 2022,Hawaii,HI,Passenger,1,0,1,41,42,2.38
June 30 2018,Collier,FL,Passenger,1,0,1,21,22,4.55
June 30 2017,Spokane,WA,Passenger,253,208,461,296793,297254,0.16
April 30 2023,Ferry,WA,Passenger,19,4,23,4349,4372,0.53
September 30 2018,Pierce,WA,Passenger,1325,1267,2592,535515,538107,0.48
February 28 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
May 31 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
July 31 2019,Grant,WA,Truck,0,0,0,26702,26702,0.00
June 30 2017,Los Angeles,CA,Passenger,3,1,4,1304,1308,0.31
February 29 2020,Adams,WA,Truck,0,0,0,5220,5220,0.00
September 30 2018,Pima,AZ,Passenger,1,1,2,426,428,0.47
September 30 2021,Adams,WA,Truck,0,0,0,5403,5403,0.00
November 30 2023,Kern,CA,Passenger,1,1,2,140,142,1.41
October 31 2019,Shelby,TN,Passenger,0,1,1,98,99,1.01
December 31 2021,Grays Harbor,WA,Passenger,192,157,349,49435,49784,0.70
April 30 2017,Cumberland,NC,Passenger,1,0,1,619,620,0.16
February 28 2023,Harrison,MS,Passenger,1,0,1,35,36,2.78
September 30 2019,Clackamas,OR,Passenger,2,1,3,211,214,1.40
September 30 2019,Spartanburg,SC,Passenger,0,1,1,41,42,2.38
March 31 2020,Alexandria,VA,Passenger,1,0,1,140,141,0.71
September 30 2022,DuPage,IL,Passenger,0,1,1,46,47,2.13
April 30 2017,Saratoga,NY,Passenger,1,1,2,74,76,2.63
February 29 2020,Sacramento,CA,Passenger,1,0,1,290,291,0.34
February 28 2017,Jefferson,WA,Passenger,89,55,144,23601,23745,0.61
November 30 2019,,,Passenger,5,2,7,410,417,1.68
February 29 2020,Clallam,WA,Passenger,206,163,369,50800,51169,0.72
March 31 2023,Cowlitz,WA,Truck,7,0,7,28289,28296,0.02
June 30 2021,Columbia,WA,Passenger,6,2,8,2467,2475,0.32
July 31 2020,Clallam,WA,Truck,1,0,1,21692,21693,0.00
February 28 2017,Manatee,FL,Passenger,1,0,1,55,56,1.79
January 31 2019,Washtenaw,MI,Passenger,1,0,1,39,40,2.50
October 31 2021,San Joaquin,CA,Passenger,1,1,2,102,104,1.92
January 31 2017,Walla Walla,WA,Truck,0,0,0,13169,13169,0.00
May 31 2022,Klickitat,WA,Passenger,99,54,153,15240,15393,0.99
May 31 2019,New Haven,CT,Passenger,0,2,2,47,49,4.08
October 31 2020,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
August 31 2023,Travis,TX,Passenger,2,0,2,78,80,2.50
February 29 2020,Stafford,VA,Passenger,1,1,2,91,93,2.15
November 30 2023,Essex,NJ,Passenger,2,0,2,6,8,25.00
October 31 2023,Collin,TX,Passenger,2,0,2,28,30,6.67
April 30 2021,Washington,MD,Passenger,1,0,1,12,13,7.69
May 31 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
December 31 2019,Osceola,FL,Passenger,1,0,1,43,44,2.27
October 31 2023,Benton,WA,Passenger,1296,620,1916,133081,134997,1.42
December 31 2022,Denton,TX,Passenger,1,0,1,54,55,1.82
August 31 2020,Greene,MO,Passenger,0,1,1,37,38,2.63
June 30 2017,Yakima,WA,Passenger,45,57,102,159396,159498,0.06
August 31 2020,Riverside,CA,Passenger,3,0,3,610,613,0.49
October 31 2018,Douglas,NE,Passenger,0,1,1,69,70,1.43
September 30 2017,Moore,NC,Passenger,0,1,1,201,202,0.50
May 31 2022,Platte,MO,Passenger,1,0,1,24,25,4.00
May 31 2022,Pend Oreille,WA,Passenger,16,11,27,9004,9031,0.30
December 31 2018,Kootenai,ID,Passenger,1,1,2,217,219,0.91
April 30 2023,San Juan,WA,Truck,12,0,12,5932,5944,0.20
March 31 2020,Snohomish,WA,Truck,0,0,0,123709,123709,0.00
December 31 2019,Stevens,WA,Passenger,31,31,62,31596,31658,0.20
March 31 2021,Placer,CA,Passenger,2,0,2,83,85,2.35
June 30 2017,Franklin,OH,Passenger,0,1,1,122,123,0.81
March 31 2020,DuPage,IL,Passenger,3,0,3,63,66,4.55
March 31 2022,New York,NY,Passenger,1,0,1,37,38,2.63
September 30 2022,Yavapai,AZ,Passenger,0,1,1,23,24,4.17
April 30 2021,Kitsap,WA,Passenger,1732,813,2545,180473,183018,1.39
September 30 2021,Honolulu,HI,Passenger,5,3,8,391,399,2.01
September 30 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
May 31 2017,Clallam,WA,Truck,0,0,0,20958,20958,0.00
August 31 2020,Orange,CA,Passenger,6,2,8,500,508,1.57
March 31 2020,Fulton,GA,Passenger,1,2,3,104,107,2.80
January 31 2017,Norfolk,MA,Passenger,1,0,1,40,41,2.44
June 30 2021,Erie,NY,Passenger,1,0,1,39,40,2.50
October 31 2023,Pulaski,AR,Passenger,2,0,2,16,18,11.11
November 30 2020,Greene,MO,Passenger,0,1,1,36,37,2.70
February 28 2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
September 30 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
March 31 2017,Chelan,WA,Passenger,55,30,85,51679,51764,0.16
November 30 2018,Spokane,WA,Passenger,407,358,765,306866,307631,0.25
April 30 2020,Calvert,MD,Passenger,0,2,2,87,89,2.25
June 30 2018,Snohomish,WA,Truck,1,0,1,121652,121653,0.00
October 31 2020,Lewis,WA,Truck,0,0,0,26495,26495,0.00
April 30 2023,Whitman,WA,Truck,4,0,4,8594,8598,0.05
July 31 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
February 29 2020,Grays Harbor,WA,Passenger,109,108,217,48368,48585,0.45
June 30 2020,Collier,FL,Passenger,1,0,1,19,20,5.00
September 30 2023,Mason,WA,Truck,15,0,15,20386,20401,0.07
January 31 2022,Wake,NC,Passenger,1,0,1,114,115,0.87
July 31 2023,Richland,SC,Passenger,0,1,1,96,97,1.03
November 30 2017,Eagle,CO,Passenger,1,0,1,6,7,14.29
December 31 2021,Garfield,WA,Passenger,0,3,3,1348,1351,0.22
October 31 2021,Loudoun,VA,Passenger,1,0,1,65,66,1.52
February 29 2020,Howard,MD,Passenger,0,1,1,73,74,1.35
February 28 2023,Collier,FL,Passenger,1,0,1,13,14,7.14
January 31 2023,Rockingham,NH,Passenger,1,0,1,13,14,7.14
July 31 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
November 30 2019,Thurston,WA,Passenger,1036,699,1735,199044,200779,0.86
July 31 2019,Franklin,WA,Passenger,53,71,124,60138,60262,0.21
January 31 2021,Douglas,WA,Truck,0,0,0,12501,12501,0.00
April 30 2017,Orange,CA,Passenger,2,1,3,659,662,0.45
March 31 2023,Prince George's,MD,Passenger,2,1,3,116,119,2.52
October 31 2017,Whitman,WA,Truck,0,0,0,8442,8442,0.00
January 31 2022,DuPage,IL,Passenger,1,1,2,53,55,3.64
May 31 2019,New London,CT,Passenger,0,2,2,247,249,0.80
September 30 2017,Multnomah,OR,Passenger,1,3,4,925,929,0.43
July 31 2022,Orange,CA,Passenger,6,3,9,363,372,2.42
April 30 2020,Harris,TX,Passenger,1,0,1,245,246,0.41
December 31 2019,Clallam,WA,Truck,1,0,1,21865,21866,0.00
June 30 2019,Howard,MD,Passenger,0,1,1,77,78,1.28
April 30 2023,Coryell,TX,Passenger,1,0,1,76,77,1.30
May 31 2019,Jefferson,WA,Passenger,191,119,310,24996,25306,1.23
February 29 2020,Multnomah,OR,Passenger,4,7,11,746,757,1.45
July 31 2018,Yakima,WA,Truck,0,0,0,58541,58541,0.00
September 30 2023,Cowlitz,WA,Truck,10,0,10,27746,27756,0.04
March 31 2020,Denton,TX,Passenger,1,0,1,95,96,1.04
February 28 2023,Anchorage,AK,Passenger,1,0,1,113,114,0.88
August 31 2019,Montgomery,AL,Passenger,0,1,1,40,41,2.44
February 29 2020,Frederick,MD,Passenger,1,1,2,83,85,2.35
May 31 2022,Saratoga,NY,Passenger,1,0,1,41,42,2.38
March 31 2019,Pierce,WA,Passenger,1635,1456,3091,539342,542433,0.57
June 30 2017,Okanogan,WA,Passenger,4,17,21,25703,25724,0.08
June 30 2021,Fresno,CA,Passenger,1,0,1,182,183,0.55
November 30 2019,Dakota,MN,Passenger,0,1,1,34,35,2.86
August 31 2020,Spokane,WA,Passenger,780,504,1284,317403,318687,0.40
January 31 2021,Alameda,CA,Passenger,4,0,4,268,272,1.47
September 30 2019,Prince William,VA,Passenger,1,3,4,243,247,1.62
February 28 2019,Fulton,GA,Passenger,1,2,3,107,110,2.73
September 30 2023,Chelan,WA,Truck,33,0,33,22969,23002,0.14
June 30 2020,Garfield,WA,Truck,0,0,0,973,973,0.00
November 30 2023,Pierce,WA,Passenger,8989,3068,12057,509017,521074,2.31
September 30 2021,Kittitas,WA,Passenger,180,72,252,29862,30114,0.84
July 31 2022,Ferry,WA,Passenger,21,4,25,4377,4402,0.57
September 30 2020,Fulton,GA,Passenger,1,2,3,92,95,3.16
March 31 2017,Hamilton,IN,Passenger,1,0,1,64,65,1.54
December 31 2022,Fairfax,VA,Passenger,6,3,9,601,610,1.48
May 31 2022,Maricopa,AZ,Passenger,7,4,11,1014,1025,1.07
April 30 2019,Skamania,WA,Truck,0,0,0,4039,4039,0.00
December 31 2018,Fulton,GA,Passenger,1,2,3,107,110,2.73
January 31 2023,Berkeley,SC,Passenger,0,1,1,115,116,0.86
August 31 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
February 28 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
June 30 2023,Lewis,WA,Passenger,330,211,541,59210,59751,0.91
June 30 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
May 31 2020,Mason,WA,Passenger,157,137,294,47168,47462,0.62
December 31 2021,Columbia,WA,Passenger,6,2,8,2450,2458,0.33
March 31 2017,Pend Oreille,WA,Truck,0,0,0,5581,5581,0.00
August 31 2019,Osceola,FL,Passenger,1,0,1,41,42,2.38
March 31 2021,Monroe,IL,Passenger,1,0,1,2,3,33.33
February 28 2022,Clallam,WA,Passenger,393,243,636,50127,50763,1.25
November 30 2018,Whatcom,WA,Passenger,730,355,1085,149110,150195,0.72
December 31 2017,Kittitas,WA,Passenger,35,26,61,28449,28510,0.21
June 30 2021,,,Passenger,3,2,5,331,336,1.49
April 30 2018,Monterey,CA,Passenger,0,1,1,187,188,0.53
June 30 2018,Lincoln,WA,Truck,0,0,0,4557,4557,0.00
April 30 2019,San Juan,PR,Passenger,0,1,1,3,4,25.00
June 30 2018,Camden,NJ,Passenger,0,1,1,33,34,2.94
November 30 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
January 31 2023,Cook,IL,Passenger,3,0,3,169,172,1.74
October 31 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
January 31 2023,El Paso,CO,Passenger,3,2,5,542,547,0.91
September 30 2023,Vernon,LA,Passenger,1,0,1,68,69,1.45
June 30 2022,St. Mary's,MD,Passenger,1,0,1,198,199,0.50
February 28 2018,King,WA,Passenger,11754,5019,16773,1368062,1384835,1.21
December 31 2019,Charles,MD,Passenger,0,1,1,87,88,1.14
August 31 2017,Richland,SC,Passenger,0,1,1,189,190,0.53
October 31 2023,Kent,DE,Passenger,1,0,1,37,38,2.63
January 31 2017,Prince George's,MD,Passenger,0,1,1,189,190,0.53
June 30 2018,Columbia,WA,Truck,0,0,0,1527,1527,0.00
November 30 2023,Hennepin,MN,Passenger,1,0,1,26,27,3.70
March 31 2022,Rogers,OK,Passenger,1,0,1,3,4,25.00
September 30 2019,Skagit,WA,Truck,1,0,1,32513,32514,0.00
February 28 2018,Morris,NJ,Passenger,1,0,1,19,20,5.00
December 31 2021,Multnomah,OR,Passenger,2,5,7,626,633,1.11
June 30 2019,Stevens,WA,Truck,0,0,0,18654,18654,0.00
December 31 2017,Ada,ID,Passenger,0,1,1,357,358,0.28
July 31 2019,Putnam,TN,Passenger,0,1,1,3,4,25.00
June 30 2019,Grays Harbor,WA,Passenger,73,85,158,47920,48078,0.33
May 31 2017,Cowlitz,WA,Truck,0,0,0,27871,27871,0.00
January 31 2022,Clallam,WA,Truck,1,0,1,22133,22134,0.00
August 31 2017,Kittitas,WA,Truck,0,0,0,13610,13610,0.00
April 30 2019,Lee,AL,Passenger,1,0,1,36,37,2.70
March 31 2022,Orange,NC,Passenger,0,1,1,10,11,9.09
March 31 2021,Cumberland,NC,Passenger,0,2,2,447,449,0.45
November 30 2021,Cumberland,NC,Passenger,1,4,5,410,415,1.20
August 31 2019,Grant,WA,Truck,0,0,0,26738,26738,0.00
December 31 2021,Yavapai,AZ,Passenger,0,1,1,36,37,2.70
December 31 2019,Harnett,NC,Passenger,1,1,2,213,215,0.93
September 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
November 30 2017,Whitman,WA,Passenger,16,19,35,22384,22419,0.16
September 30 2017,Santa Clara,CA,Passenger,5,2,7,393,400,1.75
September 30 2017,Benton,WA,Truck,0,0,0,40275,40275,0.00
December 31 2022,Thurston,WA,Truck,38,0,38,54662,54700,0.07
February 28 2017,Douglas,WA,Truck,0,0,0,11386,11386,0.00
November 30 2018,Pend Oreille,WA,Truck,0,0,0,5741,5741,0.00
June 30 2019,Jefferson,CO,Passenger,0,2,2,59,61,3.28
March 31 2022,Shelby,OH,Passenger,0,1,1,2,3,33.33
May 31 2018,Grays Harbor,WA,Truck,0,0,0,20183,20183,0.00
April 30 2018,Williamson,TX,Passenger,0,1,1,158,159,0.63
February 28 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
December 31 2022,Pacific,WA,Passenger,74,80,154,15720,15874,0.97
March 31 2022,Whatcom,WA,Passenger,1735,695,2430,149167,151597,1.60
August 31 2022,Franklin,WA,Passenger,224,113,337,61910,62247,0.54
June 30 2021,Snohomish,WA,Truck,1,0,1,126249,126250,0.00
January 31 2020,Brevard,FL,Passenger,0,1,1,92,93,1.08
August 31 2023,Mason,WA,Passenger,483,214,697,45916,46613,1.50
May 31 2021,Anchorage,AK,Passenger,1,0,1,146,147,0.68
August 31 2017,Volusia,FL,Passenger,0,1,1,48,49,2.04
June 30 2023,Parker,TX,Passenger,0,1,1,13,14,7.14
January 31 2018,Collier,FL,Passenger,1,0,1,21,22,4.55
August 31 2023,Carroll,MD,Passenger,0,1,1,19,20,5.00
August 31 2022,Kern,CA,Passenger,0,1,1,193,194,0.52
November 30 2020,Clackamas,OR,Passenger,2,0,2,180,182,1.10
January 31 2020,Alameda,CA,Passenger,4,1,5,292,297,1.68
September 30 2020,Chesapeake,VA,Passenger,0,2,2,413,415,0.48
January 31 2019,Allegheny,PA,Passenger,1,0,1,89,90,1.11
May 31 2021,Walla Walla,WA,Truck,0,0,0,14040,14040,0.00
November 30 2018,Whitman,WA,Truck,0,0,0,8534,8534,0.00
February 28 2021,Arapahoe,CO,Passenger,1,0,1,126,127,0.79
March 31 2019,Lewis,WA,Truck,0,0,0,25753,25753,0.00
May 31 2017,Hardin,KY,Passenger,0,1,1,119,120,0.83
August 31 2022,Pennington,SD,Passenger,2,0,2,25,27,7.41
August 31 2022,Hawaii,HI,Passenger,1,0,1,35,36,2.78
November 30 2023,Spokane,WA,Passenger,2750,1328,4078,312860,316938,1.29
March 31 2023,Pierce,WA,Passenger,6839,2627,9466,534175,543641,1.74
January 31 2019,Snohomish,WA,Passenger,3074,1487,4561,528226,532787,0.86
January 31 2020,District of Columbia,DC,Passenger,1,1,2,207,209,0.96
August 31 2021,Multnomah,OR,Passenger,2,7,9,651,660,1.36
March 31 2018,Clark,WA,Truck,0,0,0,78624,78624,0.00
June 30 2020,Goochland,VA,Passenger,2,1,3,262,265,1.13
November 30 2023,Adams,WA,Passenger,28,13,41,12544,12585,0.33
November 30 2021,Gwinnett,GA,Passenger,1,0,1,61,62,1.61
March 31 2018,Duval,FL,Passenger,1,2,3,374,377,0.80
September 30 2019,Fairfax,VA,Passenger,4,2,6,764,770,0.78
May 31 2019,Adams,WA,Truck,0,0,0,5125,5125,0.00
January 31 2021,Columbia,WA,Passenger,5,3,8,2451,2459,0.33
September 30 2022,San Juan,WA,Truck,6,0,6,5951,5957,0.10
January 31 2021,DeKalb,GA,Passenger,1,0,1,69,70,1.43
February 28 2023,Asotin,WA,Passenger,30,20,50,12451,12501,0.40
January 31 2023,San Joaquin,CA,Passenger,1,1,2,83,85,2.35
June 30 2017,Arlington,VA,Passenger,1,1,2,170,172,1.16
December 31 2021,Harford,MD,Passenger,1,1,2,53,55,3.64
March 31 2022,Hamilton,IN,Passenger,1,0,1,24,25,4.00
January 31 2023,Elmore,ID,Passenger,1,0,1,14,15,6.67
April 30 2023,Carroll,MD,Passenger,0,1,1,20,21,4.76
November 30 2023,Cook,IL,Passenger,3,1,4,125,129,3.10
August 31 2022,Prince George's,MD,Passenger,3,1,4,121,125,3.20
February 28 2018,Hardin,KY,Passenger,0,1,1,113,114,0.88
November 30 2023,Richmond,GA,Passenger,0,1,1,54,55,1.82
October 31 2021,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
May 31 2021,Chelan,WA,Passenger,322,98,420,54723,55143,0.76
January 31 2020,El Paso,CO,Passenger,2,2,4,742,746,0.54
June 30 2021,Orange,CA,Passenger,4,3,7,443,450,1.56
August 31 2019,Columbia,WA,Truck,0,0,0,1531,1531,0.00
January 31 2022,Allegheny,PA,Passenger,1,1,2,63,65,3.08
August 31 2022,Loudoun,VA,Passenger,2,1,3,62,65,4.62
May 31 2021,Montgomery,PA,Passenger,1,0,1,24,25,4.00
August 31 2023,Orange,NC,Passenger,0,1,1,3,4,25.00
November 30 2018,Randolph,NC,Passenger,1,0,1,5,6,16.67
April 30 2020,King,WA,Passenger,24083,7695,31778,1385730,1417508,2.24
September 30 2018,Collin,TX,Passenger,1,1,2,161,163,1.23
March 31 2019,Mecklenburg,NC,Passenger,1,0,1,81,82,1.22
April 30 2022,Virginia Beach,VA,Passenger,3,0,3,540,543,0.55
August 31 2017,Orange,FL,Passenger,1,1,2,144,146,1.37
August 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
March 31 2023,Williamsburg,VA,Passenger,0,1,1,8,9,11.11
May 31 2023,Cumberland,PA,Passenger,1,0,1,35,36,2.78
March 31 2023,Albemarle,VA,Passenger,1,0,1,15,16,6.25
December 31 2022,New Haven,CT,Passenger,0,2,2,28,30,6.67
February 28 2023,Skagit,WA,Passenger,985,376,1361,89266,90627,1.50
May 31 2022,Multnomah,OR,Passenger,0,4,4,555,559,0.72
August 31 2019,,,Passenger,4,2,6,412,418,1.44
March 31 2021,Jefferson,WA,Truck,0,0,0,9590,9590,0.00
April 30 2018,Orange,CA,Passenger,3,1,4,588,592,0.68
May 31 2021,Virginia Beach,VA,Passenger,3,0,3,631,634,0.47
April 30 2023,Broward,FL,Passenger,1,0,1,65,66,1.52
May 31 2018,Queens,NY,Passenger,1,0,1,64,65,1.54
February 28 2022,Rock Island,IL,Passenger,0,1,1,13,14,7.14
July 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
January 31 2021,DeKalb,IN,Passenger,1,0,1,0,1,100.00
March 31 2019,Kitsap,WA,Passenger,996,569,1565,179895,181460,0.86
November 30 2022,Pierce,WA,Truck,71,0,71,139865,139936,0.05
March 31 2019,Prince George's,MD,Passenger,1,1,2,182,184,1.09
June 30 2022,Riverside,CA,Passenger,8,1,9,458,467,1.93
November 30 2023,Benton,WA,Truck,35,0,35,41439,41474,0.08
October 31 2019,Whitman,WA,Passenger,38,45,83,22707,22790,0.36
September 30 2020,Pierce,WA,Truck,0,0,0,143956,143956,0.00
September 30 2019,Wayne,MI,Passenger,0,1,1,65,66,1.52
February 28 2017,Jackson,MO,Passenger,1,0,1,72,73,1.37
June 30 2023,Plaquemines,LA,Passenger,1,1,2,15,17,11.76
April 30 2023,Pierce,WA,Passenger,7139,2674,9813,532801,542614,1.81
July 31 2020,Richmond,GA,Passenger,0,1,1,83,84,1.19
February 28 2017,Benton,WA,Passenger,134,133,267,127641,127908,0.21
May 31 2020,Deschutes,OR,Passenger,4,0,4,139,143,2.80
November 30 2023,Shasta,CA,Passenger,1,0,1,19,20,5.00
May 31 2018,Orange,FL,Passenger,2,1,3,172,175,1.71
January 31 2022,Yavapai,AZ,Passenger,0,1,1,35,36,2.78
January 31 2023,Franklin,WA,Truck,4,0,4,20977,20981,0.02
March 31 2022,Lake,IL,Passenger,3,0,3,153,156,1.92
April 30 2023,Stevens,WA,Passenger,107,62,169,29784,29953,0.56
September 30 2017,Mason,WA,Truck,0,0,0,19377,19377,0.00
May 31 2017,Palm Beach,FL,Passenger,0,1,1,97,98,1.02
July 31 2020,Tulsa,OK,Passenger,1,1,2,44,46,4.35
January 31 2023,Pulaski,AR,Passenger,3,0,3,24,27,11.11
February 28 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
April 30 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
May 31 2020,Stevens,WA,Passenger,34,33,67,30725,30792,0.22
September 30 2019,Klickitat,WA,Truck,0,0,0,8297,8297,0.00
July 31 2022,Wahkiakum,WA,Passenger,24,12,36,3069,3105,1.16
January 31 2023,San Juan,WA,Passenger,572,173,745,13875,14620,5.10
July 31 2023,Chelan,WA,Truck,31,0,31,23122,23153,0.13
July 31 2022,York,VA,Passenger,1,0,1,90,91,1.10
April 30 2023,Sheridan,WY,Passenger,1,0,1,6,7,14.29
December 31 2022,Grant,WA,Passenger,231,112,343,66842,67185,0.51
May 31 2017,Maricopa,AZ,Passenger,2,1,3,1806,1809,0.17
February 28 2018,Multnomah,OR,Passenger,3,4,7,838,845,0.83
March 31 2022,Okanogan,WA,Passenger,77,46,123,26513,26636,0.46
May 31 2018,Grays Harbor,WA,Passenger,50,55,105,46406,46511,0.23
March 31 2020,Collin,TX,Passenger,2,1,3,131,134,2.24
April 30 2022,Harford,MD,Passenger,1,1,2,51,53,3.77
February 28 2018,Dallas,TX,Passenger,0,1,1,191,192,0.52
September 30 2019,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
December 31 2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69
May 31 2021,Wilson,TX,Passenger,0,1,1,4,5,20.00
October 31 2017,Grays Harbor,WA,Truck,0,0,0,20006,20006,0.00
December 31 2021,Alameda,CA,Passenger,5,0,5,223,228,2.19
April 30 2018,Columbia,WA,Passenger,2,1,3,2414,2417,0.12
July 31 2021,New London,CT,Passenger,1,2,3,217,220,1.36
April 30 2022,Cowlitz,WA,Truck,0,1,1,28720,28721,0.00
August 31 2020,Mason,WA,Truck,0,0,0,20775,20775,0.00
July 31 2017,Adams,WA,Passenger,3,3,6,12182,12188,0.05
August 31 2017,Pinal,AZ,Passenger,2,0,2,230,232,0.86
August 31 2021,Travis,TX,Passenger,5,3,8,149,157,5.10
January 31 2022,Manassas,VA,Passenger,0,1,1,8,9,11.11
July 31 2018,Hardin,KY,Passenger,0,1,1,117,118,0.85
April 30 2020,Ulster,NY,Passenger,1,0,1,12,13,7.69
February 28 2022,Larimer,CO,Passenger,1,0,1,48,49,2.04
July 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
August 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
February 28 2019,Franklin,WA,Passenger,50,70,120,59294,59414,0.20
January 31 2021,Montgomery,OH,Passenger,0,1,1,54,55,1.82
June 30 2022,Sacramento,CA,Passenger,3,0,3,209,212,1.42
October 31 2022,Ferry,WA,Passenger,24,4,28,4380,4408,0.64
June 30 2021,Manassas,VA,Passenger,0,1,1,8,9,11.11
October 31 2018,Williamson,TX,Passenger,0,1,1,162,163,0.61
October 31 2023,DuPage,IL,Passenger,0,1,1,30,31,3.23
January 31 2023,King,WA,Truck,462,2,464,177974,178438,0.26
December 31 2019,Lincoln,WA,Passenger,1,11,12,7804,7816,0.15
October 31 2017,Alameda,CA,Passenger,0,1,1,356,357,0.28
August 31 2019,Multnomah,OR,Passenger,5,6,11,755,766,1.44
July 31 2021,Pierce,WA,Truck,0,0,0,145796,145796,0.00
July 31 2023,Jefferson,WA,Passenger,580,263,843,24196,25039,3.37
July 31 2022,Clark,WA,Passenger,4226,1806,6032,315419,321451,1.88
September 30 2022,Tarrant,TX,Passenger,1,0,1,106,107,0.93
September 30 2023,Okanogan,WA,Passenger,139,71,210,25814,26024,0.81
